name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
GJ 667 C e,22,2.7,Super Earth,1.45,0.213,62.2,12.61010059,372.3631654,"['gravity', 'planet_type']"
GJ 667 C f,22,2.7,Super Earth,1.45,0.156,39,12.61010059,434.9481481,"['gravity', 'planet_type']"
GJ 667 C g,22,4.6,Super Earth,1.99,0.549,256.2,11.40623907,233.0079365,"['gravity', 'planet_type', 'goldilock']"
GJ 674 b,15,11.09,Neptune-like,3.3264,0.039 AU,4.7 days,9.841774123,902.286052,['gravity']
GJ 676 A b,52,2129.26,Gas Giant,12.656,1.82 AU,2.9 years,130.5348741,186.9640127,"['goldilock', 'speed']"
GJ 676 A c,52,2161.04,Gas Giant,12.656,6.6 AU,20.1 years,132.4831558,97.82109241,['speed']
GJ 676 A d,52,4.4,Super Earth,1.93,0.0413,3.6,11.59922171,1247.455453,"['gravity', 'planet_type']"
GJ 676 A e,52,8.1,Neptune-like,2.7664,0.187 AU,35.4 days,10.393118,574.4018623,['gravity']
GJ 682 b,16,4.4,Super Earth,1.93,0.08,17.5,11.59922171,497.0835979,"['gravity', 'planet_type']"
GJ 682 c,16,8.7,Neptune-like,2.8896,0.176 AU,57.3 days,10.23138875,333.9915972,['gravity']
GJ 685 b,47,9,Neptune-like,2.9456,0.1344 AU,24.2 days,10.18557986,603.8949495,['gravity']
GJ 687 b,15,17.2,Neptune-like,4.312,0.163 AU,38.1 days,9.083678061,465.2004472,['gravity']
GJ 687 c,15,16,Neptune-like,4.1328,1.165 AU,2 years,9.198605553,173.5323947,"['gravity', 'goldilock', 'speed']"
GJ 832 b,16,216.104,Gas Giant,14,3.56 AU,10 years,10.82673546,106.0558498,"['gravity', 'speed']"
GJ 832 c,16,5.4,Neptune-like,2.18,0.163 AU,35.7 days,11.15761993,496.4744268,['gravity']
GJ 849 b,29,1,Gas Giant,13.776,2.35 AU,5.2 years,0.051742156,134.632264,"['gravity', 'speed']"
GJ 86 b,35,1404.676,Gas Giant,12.88,0.11 AU,15.8 days,83.14482573,757.0300047,['gravity']
GJ 876 b,15,723.18568,Gas Giant,13.328,0.208317 AU,61.1 days,39.97704058,370.732788,['gravity']
GJ 876 c,15,226.97276,Gas Giant,14,0.12959 AU,30.1 days,11.37125657,468.1472634,['gravity']
GJ 876 d,15,6.83,Neptune-like,2.5088,0.020807 AU,1.9 days,10.65563689,1190.785016,['gravity']
GJ 876 e,15,14.6,Neptune-like,3.92,0.3343 AU,124.3 days,9.329782361,292.4440184,['gravity']
GJ 887 b,11,4.2,Super Earth,1.88,0.068,9.3,11.66875128,795.0665074,"['gravity', 'planet_type']"
GJ 887 c,11,7.6,Neptune-like,2.6656,0.12 AU,21.8 days,10.5030256,598.5524975,['gravity']
GJ 9066 b,15,30.9,Neptune-like,6.0928,0.403 AU,241.9 days,8.173638498,181.1534763,"['gravity', 'goldilock', 'speed']"
GJ 9066 c,15,71.593984,Gas Giant,9.9904,0.87 AU,2.1 years,7.043711627,123.4197289,"['gravity', 'goldilock', 'speed']"
GJ 96 b,39,19.66,Neptune-like,4.6704,0.291 AU,73.9 days,8.850466232,428.1796722,['gravity']
GJ 9827 b,97,4.91,Super Earth,1.577,0.0188,1.2,19.3869235,1703.546914,"['gravity', 'planet_type']"
GJ 9827 c,97,0.84,Super Earth,1.241,0.03925,3.6,5.355826679,1185.535751,"['gravity', 'planet_type']"
GJ 9827 d,97,4.04,Neptune-like,2.022,0.05591 AU,6.2 days,9.703085401,980.5625388,['gravity']
Gl 378 b,49,13.02,Neptune-like,3.6624,0.039435 AU,3.8 days,9.531696924,1128.432909,['gravity']
Gl 49 b,32,5.63,Neptune-like,2.24,0.0905 AU,13.9 days,11.01800967,707.964162,['gravity']
Gl 686 b,27,6.64,Neptune-like,2.464,0.0917 AU,15.5 days,10.73933682,643.3023417,['gravity']
GQ Lupi b,495,6356,Gas Giant,33.6,100.0 AU,1195.9 years,55.28357568,24.91091985,"['gravity', 'speed']"
GSC 06214-00210 b,473,5084.8,Gas Giant,20.16,320.0 AU,6037.4 years,122.8523904,15.79009192,['speed']
GU Piscium b,157,3591.14,Gas Giant,14.168,2000.0 AU,155788.8 years,175.6734099,3.824532836,['speed']
HAT-P-11 b,123,26.69772,Neptune-like,4.3568,0.05254 AU,4.9 days,13.81114603,1165.927332,['gravity']
HAT-P-11 c,123,730.94,Gas Giant,13.328,4.13 AU,9.3 years,40.40569227,132.2975292,"['gravity', 'speed']"
HAT-P-12 b,465,67.0558,Gas Giant,10.7408,0.0384 AU,3.2 days,5.707604605,1304.844444,['gravity']
HAT-P-13 b,698,270.4478,Gas Giant,14.2464,0.04383 AU,2.9 days,13.08470622,1643.42908,['gravity']
HAT-P-13 c,698,4538.184,Gas Giant,12.32,1.258 AU,446.3 days,293.5969069,306.5005436,['goldilock']
HAT-P-14 b,731,1093.232,Gas Giant,15.904,0.0596 AU,4.6 days,42.44146754,1408.853784,['gravity']
HAT-P-15 b,631,616.532,Gas Giant,11.872,0.0965 AU,10.9 days,42.95350798,962.6719334,['gravity']
HAT-P-16 b,767,1332.5354,Gas Giant,14.4368,0.0413 AU,2.8 days,62.78091867,1603.871296,['gravity']
HAT-P-17 b,302,184.324,Gas Giant,11.76,0.0882 AU,10.3 days,13.08754037,931.1268608,['gravity']
HAT-P-17 c,302,1080.52,Gas Giant,13.104,5.6 AU,15.3 years,61.78966381,109.038841,"['gravity', 'speed']"
HAT-P-18 b,541,62.6066,Gas Giant,11.144,0.0559 AU,5.5 days,4.950267906,1105.163704,['gravity']
HAT-P-19 b,701,92.7976,Gas Giant,12.6784,0.0466 AU,4 days,5.668897917,1266.786481,['gravity']
HAT-P-1 b,521,166.845,Gas Giant,14.7728,0.05561 AU,4.5 days,7.507206309,1343.74814,['gravity']
HAT-P-20 b,228,2302.7788,Gas Giant,9.7104,0.0361 AU,2.9 days,239.8108197,1353.588633,[]
HAT-P-21 b,912,1547.686,Gas Giant,12.432,0.0494 AU,4.1 days,98.33126865,1310.14869,['gravity']
HAT-P-22 b,267,784.966,Gas Giant,12.88,0.0414 AU,3.2 days,46.46328497,1406.785417,['gravity']
HAT-P-23 b,1202,425.852,Gas Giant,12.208,0.0232 AU,1.2 days,28.058241,2102.249383,['gravity']
HAT-P-24 b,1371,238.35,Gas Giant,14.56,0.04651 AU,3.4 days,11.04035905,1487.458704,['gravity']
HAT-P-25 b,988,180.8282,Gas Giant,12.712,0.0466 AU,3.7 days,10.98826645,1369.498899,['gravity']
HAT-P-26 b,465,22.2481,Neptune-like,7.056,0.0479 AU,4.2 days,4.387999555,1240.120018,['gravity']
HAT-P-27 b,665,197.036,Gas Giant,11.424,0.04 AU,3 days,14.82518033,1449.82716,['gravity']
HAT-P-28 b,1288,198.9428,Gas Giant,13.5744,0.0434 AU,3.3 days,10.60175423,1430.05679,['gravity']
HAT-P-29 b,1032,279.664,Gas Giant,13.104,0.0667 AU,5.7 days,15.99261887,1272.4141,['gravity']
HAT-P-2 b,418,2764.86,Gas Giant,10.6512,0.06814 AU,5.6 days,239.3133121,1323.096733,[]
HAT-P-30 b,702,263.774,Gas Giant,16.128,0.0419 AU,2.8 days,9.957762113,1627.17209,['gravity']
HAT-P-31 b,1133,721.406,Gas Giant,12.208,0.061 AU,5 days,47.53149782,1326.591852,['gravity']
HAT-P-32 b,951,216.104,Gas Giant,22.176,0.03397 AU,2.2 days,4.315063299,1678.998704,['gravity']
HAT-P-33 b,1307,292.376,Gas Giant,20.72,0.04995 AU,3.5 days,6.687333917,1551.832857,['gravity']
HAT-P-34 b,819,1058.274,Gas Giant,13.4064,0.06774 AU,5.5 days,57.81820058,1339.244889,['gravity']
HAT-P-35 b,1677,335.5968,Gas Giant,14.9184,0.04978 AU,3.6 days,14.80689877,1503.591584,['gravity']
HAT-P-36 b,969,587.35796,Gas Giant,14.3024,0.0241 AU,1.3 days,28.19524094,2015.817379,['gravity']
HAT-P-37 b,1341,371.5082,Gas Giant,13.1936,0.0379 AU,2.8 days,20.95716675,1471.833466,['gravity']
HAT-P-38 b,812,84.8526,Gas Giant,9.24,0.0523 AU,4.6 days,9.759150219,1236.292834,['gravity']
HAT-P-39 b,2094,190.3622,Gas Giant,17.5952,0.0509 AU,3.5 days,6.037860726,1581.347196,['gravity']
HAT-P-3 b,441,206.57,Gas Giant,10.528,0.03866 AU,2.9 days,18.30064043,1449.57719,['gravity']
HAT-P-40 b,1535,152.544,Gas Giant,17.024,0.0608 AU,4.5 days,5.168478336,1469.158189,['gravity']
HAT-P-41 b,1147,378.182,Gas Giant,22.96,0.04258 AU,2.7 days,7.044462767,1714.823347,['gravity']
HAT-P-42 b,1458,331.7832,Gas Giant,14.336,0.0575 AU,4.6 days,15.85218741,1359.212963,['gravity']
HAT-P-43 b,1768,210.3836,Gas Giant,14.3472,0.0443 AU,3.3 days,10.03617831,1459.712346,['gravity']
HAT-P-44 b,1184,111.8656,Gas Giant,13.9104,0.0507 AU,4.3 days,5.67685904,1282.08553,['gravity']
HAT-P-44 c,1184,1271.2,Gas Giant,12.992,1.752 AU,2.4 years,73.9524645,217.4740741,"['gravity', 'goldilock']"
HAT-P-45 b,995,283.4776,Gas Giant,15.9712,0.0452 AU,3.1 days,10.91275593,1585.456153,['gravity']
HAT-P-46 b,966,156.6754,Gas Giant,14.3808,0.0577 AU,4.5 days,7.439187596,1394.250453,['gravity']
HAT-P-49 b,1154,699.16,Gas Giant,17.808,0.04378 AU,2.7 days,21.64896164,1763.150919,['gravity']
HAT-P-4 b,1024,213.2438,Gas Giant,14.2688,0.04438 AU,3.1 days,10.28471598,1556.693453,['gravity']
HAT-P-50 b,1621,429.03,Gas Giant,14.4256,0.0453 AU,3.1 days,20.24466903,1588.963799,['gravity']
HAT-P-51 b,1533,98.2002,Gas Giant,14.4816,0.05069 AU,4.2 days,4.598011662,1312.352478,['gravity']
HAT-P-52 b,1256,259.9604,Gas Giant,11.3008,0.03694 AU,2.8 days,19.98847263,1434.552196,['gravity']
HAT-P-53 b,2345,471.6152,Gas Giant,14.7616,0.03159 AU,2 days,21.25258291,1717.5015,['gravity']
HAT-P-54 b,471,241.528,Gas Giant,10.5728,0.04117 AU,3.8 days,21.21671988,1178.079951,['gravity']
HAT-P-55 b,1566,184.9596,Gas Giant,13.2384,0.04604 AU,3.6 days,10.36326659,1390.625885,['gravity']
HAT-P-56 b,1055,734.118,Gas Giant,16.912,0.0423 AU,2.8 days,25.20384059,1642.705952,['gravity']
HAT-P-57 b,920,448.098,Gas Giant,19.488,0.0406 AU,2.5 days,11.5858861,1765.889481,['gravity']
HAT-P-5 b,998,311.444,Gas Giant,13.552,0.04073 AU,2.8 days,16.65190689,1581.735542,['gravity']
HAT-P-65 b,2743,167.4806,Gas Giant,21.168,0.03951 AU,2.6 days,3.670249985,1652.384744,['gravity']
HAT-P-66 b,3024,248.8374,Gas Giant,17.808,0.04363 AU,3 days,7.705062257,1581.398975,['gravity']
HAT-P-67 b,1044,108.052,Gas Giant,23.352,0.06505 AU,4.8 days,1.945698021,1473.613387,['gravity']
HAT-P-69 b,1122,1137.724,Gas Giant,18.7712,0.06555 AU,4.8 days,31.70615926,1484.940162,['gravity']
HAT-P-6 b,905,419.496,Gas Giant,16.576,0.05239 AU,3.9 days,14.991985,1460.700864,['gravity']
HAT-P-70 b,1073,2154.684,Gas Giant,20.944,0.04739 AU,2.7 days,48.23420441,1908.536365,['gravity']
HAT-P-7 b,1124,584.752,Gas Giant,16.912,0.03676 AU,2.2 days,20.07578644,1816.897037,['gravity']
HAT-P-8 b,694,406.784,Gas Giant,15.68,0.04496 AU,3.1 days,16.24660183,1577.037802,['gravity']
HAT-P-9 b,1566,238.0322,Gas Giant,15.6016,0.05287 AU,3.9 days,9.602586403,1474.083884,['gravity']
HATS-10 b,1618,167.1628,Gas Giant,10.8528,0.04491 AU,3.3 days,13.93627889,1479.812222,['gravity']
HATS-11 b,3155,263.774,Gas Giant,18.0208,0.0507 AU,3.6 days,7.975807122,1531.379938,['gravity']
HATS-12 b,1671,759.542,Gas Giant,7.7504,0.0441 AU,3.1 days,124.1636157,1546.872043,[]
HATS-13 b,1553,172.5654,Gas Giant,13.5744,0.04057 AU,3 days,9.196090333,1470.487198,['gravity']
HATS-14 b,1673,340.3638,Gas Giant,11.6368,0.03815 AU,2.8 days,24.68124224,1481.54213,['gravity']
HATS-15 b,2248,689.626,Gas Giant,12.376,0.02712 AU,1.7 days,44.21237211,1734.675556,['gravity']
HATS-16 b,2525,1039.206,Gas Giant,14.56,0.03744 AU,2.7 days,48.13596545,1507.820247,['gravity']
HATS-17 b,1106,425.2164,Gas Giant,8.7024,0.1308 AU,16.3 days,55.13440785,872.5646898,['gravity']
HATS-18 b,2104,629.0851,Gas Giant,14.8848,0.0174 AU,0.8 days,27.8813747,2365.030556,['gravity']
HATS-1 b,988,589.519,Gas Giant,14.5824,0.0444 AU,3.4 days,27.22266158,1419.977778,['gravity']
HATS-22 b,678,870.772,Gas Giant,10.6736,0.05025 AU,4.7 days,75.05392351,1162.560875,['gravity']
HATS-23 b,2437,467.166,Gas Giant,20.832,0.03397 AU,2.2 days,10.57061085,1678.998704,['gravity']
HATS-24 b,1664,718.228,Gas Giant,15.624,0.0238 AU,1.3 days,28.89140503,1990.724217,['gravity']
HATS-25 b,1520,194.8114,Gas Giant,14.112,0.05163 AU,4.3 days,9.605677974,1305.603075,['gravity']
HATS-26 b,2959,206.57,Gas Giant,19.6,0.04735 AU,3.3 days,5.280145596,1560.211728,['gravity']
HATS-27 b,2740,168.434,Gas Giant,16.8,0.0611 AU,4.6 days,5.860059022,1444.311514,['gravity']
HATS-28 b,1700,213.5616,Gas Giant,13.3728,0.04131 AU,3.2 days,11.72652296,1403.727188,['gravity']
HATS-29 b,1145,207.5234,Gas Giant,14.0112,0.05475 AU,4.6 days,10.38023536,1294.207126,['gravity']
HATS-2 b,1174,427.441,Gas Giant,13.0816,0.023 AU,1.4 days,24.52704554,1786.39418,['gravity']
HATS-30 b,1106,224.3668,Gas Giant,13.16,0.04354 AU,3.2 days,12.72147904,1479.50331,['gravity']
HATS-31 b,2844,279.664,Gas Giant,18.368,0.0478 AU,3.4 days,8.13961034,1528.714815,['gravity']
HATS-32 b,2737,292.376,Gas Giant,13.9888,0.04024 AU,2.8 days,14.67140106,1562.706561,['gravity']
HATS-33 b,832,378.8176,Gas Giant,13.776,0.03727 AU,2.5 days,19.60083944,1621.051748,['gravity']
HATS-34 b,1735,299.0498,Gas Giant,16.016,0.03166 AU,2.1 days,11.44790949,1639.340282,['gravity']
HATS-35 b,1817,388.3516,Gas Giant,16.3968,0.03199 AU,1.8 days,14.18396631,1932.498786,['gravity']
HATS-36 b,2866,1022.0448,Gas Giant,12.9136,0.0523 AU,4.2 days,60.18192349,1354.035009,['gravity']
HATS-37 A b,689,31.46517,Neptune-like,6.7872,0.04913 AU,4.3 days,6.707174107,1242.383867,['gravity']
HATS-38 b,1134,23.51942,Neptune-like,6.8768,0.05036 AU,4.4 days,4.883650896,1244.544815,['gravity']
HATS-39 b,2522,200.214,Gas Giant,17.584,0.06007 AU,4.6 days,6.358429837,1419.963873,['gravity']
HATS-3 b,1478,340.3638,Gas Giant,15.4672,0.0485 AU,3.5 days,13.97046149,1506.784656,['gravity']
HATS-40 b,4668,505.302,Gas Giant,17.696,0.04997 AU,3.3 days,15.84497613,1646.542346,['gravity']
HATS-41 b,2610,3082.66,Gas Giant,14.896,0.0583 AU,4.2 days,136.4197003,1509.373633,[]
HATS-42 b,3073,597.464,Gas Giant,15.68,0.03689 AU,2.3 days,23.86219644,1744.04752,['gravity']
HATS-43 b,1112,82.9458,Gas Giant,13.216,0.04944 AU,4.4 days,4.663211695,1221.808889,['gravity']
HATS-44 b,1510,177.968,Gas Giant,11.9504,0.03649 AU,2.7 days,12.23679901,1469.560919,['gravity']
HATS-45 b,2668,222.46,Gas Giant,14.4032,0.05511 AU,4.2 days,10.529912,1426.785265,['gravity']
HATS-46 b,1461,54.9794,Gas Giant,10.1136,0.05367 AU,4.7 days,5.278119774,1241.684421,['gravity']
HATS-47 b,984,117.2682,Gas Giant,12.5104,0.04269 AU,3.9 days,7.357472689,1190.252336,['gravity']
HATS-48 A b,866,77.2254,Gas Giant,8.96,0.03769 AU,3.1 days,9.445717189,1322.031912,['gravity']
HATS-49 b,1059,112.1834,Gas Giant,8.568,0.04515 AU,4.1 days,15.00584561,1197.433469,['gravity']
HATS-4 b,1370,420.4494,Gas Giant,11.424,0.0362 AU,2.5 days,31.6350219,1574.512296,['gravity']
HATS-50 b,2339,123.942,Gas Giant,12.656,0.05046 AU,3.8 days,7.598298639,1443.913392,['gravity']
HATS-51 b,1559,244.0704,Gas Giant,15.792,0.04639 AU,3.3 days,9.610182463,1528.579136,['gravity']
HATS-52 b,2058,711.872,Gas Giant,15.4784,0.02498 AU,1.4 days,29.17699567,1940.179418,['gravity']
HATS-53 b,2000,189.091,Gas Giant,15.008,0.04753 AU,3.9 days,8.243582863,1325.197787,['gravity']
HATS-54 b,2508,241.528,Gas Giant,11.9504,0.03763 AU,2.5 days,16.60708437,1636.709881,['gravity']
HATS-55 b,2034,292.6938,Gas Giant,14.0112,0.05412 AU,4.2 days,14.64042383,1401.154392,['gravity']
HATS-56 b,1883,191.3156,Gas Giant,18.9056,0.06043 AU,4.3 days,5.256059167,1528.134686,['gravity']
HATS-57 b,913,1000.1166,Gas Giant,12.7568,0.03493 AU,2.4 days,60.34731242,1582.57696,['gravity']
HATS-58 A b,1605,327.334,Gas Giant,12.264,0.05798 AU,4.2 days,21.37064476,1501.088907,['gravity']
HATS-59 b,2136,256.1468,Gas Giant,12.6112,0.06112 AU,5.4 days,15.81491636,1230.742167,['gravity']
HATS-59 c,2136,4036.06,Gas Giant,12.32,2.504 AU,3.9 years,261.1120951,191.2732987,['speed']
HATS-5 b,838,75.3186,Gas Giant,10.2144,0.0542 AU,4.8 days,7.088711606,1227.822377,['gravity']
HATS-60 b,1612,210.3836,Gas Giant,12.9136,0.04708 AU,3.6 days,12.38819445,1422.038807,['gravity']
HATS-61 b,2264,1080.52,Gas Giant,13.384,0.07908 AU,7.8 days,59.23136555,1102.426268,['gravity']
HATS-62 b,1686,56.8862,Gas Giant,11.816,0.04163 AU,3.3 days,4.000891284,1371.734198,['gravity']
HATS-63 b,2071,305.088,Gas Giant,13.5184,0.04026 AU,3.1 days,16.39326018,1412.178423,['gravity']
HATS-64 b,3533,305.088,Gas Giant,18.8048,0.06562 AU,4.9 days,8.471854327,1456.188647,['gravity']
HATS-65 b,1615,260.9138,Gas Giant,16.8112,0.04497 AU,3.1 days,9.065471802,1577.388566,['gravity']
HATS-66 b,5017,1693.874,Gas Giant,15.8032,0.04714 AU,3.1 days,66.60116412,1653.504492,['gravity']
HATS-67 b,3203,460.81,Gas Giant,18.872,0.03032 AU,1.6 days,12.70506322,2060.566852,['gravity']
HATS-68 b,2017,409.962,Gas Giant,13.7984,0.05071 AU,3.6 days,21.14350259,1531.681986,['gravity']
HATS-69 b,1371,183.3706,Gas Giant,10.584,0.03211 AU,2.2 days,16.07388419,1587.066481,['gravity']
HATS-6 b,484,101.3782,Gas Giant,11.1776,0.03623 AU,3.3 days,7.967796604,1193.800864,['gravity']
HATS-70 b,4263,4099.62,Gas Giant,15.5008,0.03632 AU,1.9 days,167.5429542,2078.594308,[]
HATS-71 b,460,117.586,Gas Giant,11.4688,0.03745 AU,3.8 days,8.77830062,1071.632115,['gravity']
HATS-72 b,416,39.85588,Gas Giant,8.0864,0.066517 AU,7.3 days,5.985118498,990.8029442,['gravity']
HATS-7 b,838,38.1396,Gas Giant,6.3056,0.04012 AU,3.2 days,9.419201554,1363.290602,['gravity']
HATS-8 b,2704,43.8564,Gas Giant,9.7776,0.04667 AU,3.6 days,4.504631171,1409.654866,['gravity']
HATS-9 b,2135,265.9986,Gas Giant,13.8432,0.0312 AU,1.9 days,13.63004078,1785.576608,['gravity']
HD 100655 b,449,511.658,Gas Giant,13.552,0.68 AU,157.6 days,27.35670417,469.1699568,"['gravity', 'goldilock']"
HD 100777 b,162,327.334,Gas Giant,13.776,1.03 AU,383.7 days,16.93696697,291.8924893,"['gravity', 'goldilock']"
HD 10180 c,127,13.22173,Neptune-like,3.696,0.06412 AU,5.8 days,9.504190887,1202.106692,['gravity']
HD 10180 d,127,12.01397,Neptune-like,3.4944,0.12859 AU,16.4 days,9.661222875,852.5911947,['gravity']
HD 10180 e,127,25.58532,Neptune-like,5.4544,0.2699 AU,49.7 days,8.4447671,590.5055593,['gravity']
HD 10180 f,127,22.94733,Neptune-like,5.1072,0.4929 AU,122.7 days,8.63887563,436.8091732,"['gravity', 'goldilock']"
HD 10180 g,127,23.26516,Neptune-like,5.152,1.427 AU,1.7 years,8.606867677,250.068899,"['gravity', 'goldilock']"
HD 10180 h,127,65.65748,Gas Giant,9.4976,3.381 AU,6 years,7.147386235,167.8721106,"['gravity', 'speed']"
HD 101930 b,98,79.45,Gas Giant,10.6288,0.3 AU,70.5 days,6.905835397,462.7107959,['gravity']
HD 102117 b,129,54.026,Gas Giant,8.4672,0.15 AU,20.8 days,7.399697551,784.1613248,['gravity']
HD 102195 b,96,130.298,Gas Giant,14.224,0.05 AU,4.1 days,6.32390087,1326.061427,['gravity']
HD 102272 b,1142,1569.932,Gas Giant,12.88,0.51 AU,127.6 days,92.92656993,434.6072797,"['gravity', 'goldilock']"
HD 102329 b,712,2593.248,Gas Giant,12.544,1.81 AU,2.1 years,161.8313854,256.7697809,['goldilock']
HD 102329 c,712,483.056,Gas Giant,13.552,Unknown,3.1 years,25.82744742,173.9408193,"['gravity', 'speed']"
HD 102365 b,30,16,Neptune-like,4.1328,0.46 AU,122.1 days,9.198605553,409.656323,"['gravity', 'goldilock']"
HD 102843 b,205,113.889986,Gas Giant,13.104,4.074 AU,8.5 years,6.5128123,142.7863623,"['gravity', 'speed']"
HD 102956 b,399,305.088,Gas Giant,13.776,0.0807 AU,6.5 days,15.78591096,1350.012137,['gravity']
HD 103197 b,187,28.6047,Neptune-like,5.824,0.25 AU,47.8 days,8.281050936,568.7083527,['gravity']
HD 103720 b,136,197.036,Gas Giant,14.112,0.0498 AU,4.6 days,9.715367608,1177.196618,['gravity']
HD 103774 b,184,116.6326,Gas Giant,13.328,0.07 AU,5.9 days,6.447343072,1290.100439,['gravity']
HD 103949 b,87,11.2,Neptune-like,3.3488,0.439 AU,120.9 days,9.806869403,394.8350642,"['gravity', 'goldilock']"
HD 104067 b,66,50.848,Gas Giant,8.1648,0.26 AU,55.8 days,7.489857668,506.6600292,['gravity']
HD 10442 b,443,472.5686,Gas Giant,13.552,2.01 AU,2.8 years,25.26671994,213.8565993,['gravity']
HD 104985 b,329,2637.74,Gas Giant,12.544,0.95 AU,199.5 days,164.6079043,517.7954145,['goldilock']
HD 106252 b,125,2202.354,Gas Giant,12.656,2.61 AU,4.2 years,135.015922,185.1295934,['speed']
HD 106270 b,307,3219.314,Gas Giant,12.432,3.34 AU,5.2 years,204.5371153,191.3496858,['speed']
HD 106315 b,356,12.6,Super Earth,2.4416,0.0907,9.6,20.75450137,1027.338465,"['gravity', 'planet_type']"
HD 106315 c,356,15.2,Neptune-like,4.3456,0.1536 AU,21.1 days,7.903780716,791.5644023,['gravity']
HD 10647 b,57,298.732,Gas Giant,13.776,2.015 AU,2.7 years,15.45703782,222.3288987,['gravity']
HD 106515 A b,111,3054.058,Gas Giant,12.432,4.59 AU,9.9 years,194.037678,138.1217656,['speed']
HD 106906 b,337,3495.8,Gas Giant,12.432,650.0 AU,13538.6 years,222.1034816,14.3029042,['speed']
HD 10697 b,108,2028.5174,Gas Giant,12.656,2.14 AU,2.9 years,124.3588211,219.8368061,[]
HD 107148 b,161,66.738,Gas Giant,9.5872,0.269 AU,48.1 days,7.12985018,608.1135751,['gravity']
HD 108147 b,127,82.9458,Gas Giant,10.8976,0.102 AU,10.9 days,6.858410341,1017.539246,['gravity']
HD 108341 b,161,1112.3,Gas Giant,13.104,2.0 AU,3.1 years,63.60700686,192.1998003,"['gravity', 'speed']"
HD 108863 b,540,767.1692,Gas Giant,13.216,1.32 AU,437.7 days,43.1302415,327.9252659,"['gravity', 'goldilock']"
HD 108874 b,194,451.276,Gas Giant,13.552,1.04 AU,394.5 days,24.12827325,286.6578416,"['gravity', 'goldilock']"
HD 108874 c,194,314.622,Gas Giant,13.776,2.659 AU,4.4 years,16.27922068,180.0322425,"['gravity', 'speed']"
HD 109246 b,222,273.308,Gas Giant,13.888,0.33 AU,68.3 days,13.91437551,525.3766065,['gravity']
HD 109271 b,183,17.162,Neptune-like,4.312,0.079 AU,7.9 days,9.063609469,1087.37037,['gravity']
HD 109271 c,183,24.154,Neptune-like,5.264,0.196 AU,30.9 days,8.559494002,689.7236006,['gravity']
HD 109749 b,206,85.806,Gas Giant,11.1216,0.0615 AU,5.2 days,6.811988497,1286.024573,['gravity']
HD 110014 b,329,3524.402,Gas Giant,12.432,2.14 AU,2.3 years,223.9206919,277.1855381,[]
HD 111232 b,95,2269.092,Gas Giant,12.656,1.97 AU,3.1 years,139.1073135,189.3168033,"['goldilock', 'speed']"
HD 111591 b,374,1398.32,Gas Giant,12.88,2.5 AU,2.9 years,82.7686048,256.8186987,['gravity']
HD 111998 b,108,1433.278,Gas Giant,12.88,1.82 AU,2.3 years,84.83781992,235.7372334,"['gravity', 'goldilock']"
HD 113337 b,118,899.374,Gas Giant,13.216,0.92 AU,324 days,50.56279347,308.7594879,"['gravity', 'goldilock']"
HD 113538 b,52,114.408,Gas Giant,13.216,1.24 AU,1.8 years,6.432016131,205.2266757,"['gravity', 'goldilock']"
HD 113538 c,52,295.554,Gas Giant,13.888,2.44 AU,5 years,15.04694096,145.379929,"['gravity', 'speed']"
HD 113996 b,380,2002.14,Gas Giant,12.768,1.6 AU,1.7 years,120.5978278,280.3855911,['goldilock']
HD 114386 b,91,362.292,Gas Giant,13.664,1.73 AU,2.6 years,19.05433642,198.2245248,"['gravity', 'goldilock', 'speed']"
HD 114613 b,66,113.4546,Gas Giant,13.104,5.34 AU,11 years,6.4879147,144.6216134,"['gravity', 'speed']"
HD 114729 b,123,262.185,Gas Giant,13.888,2.067 AU,3.1 years,13.34809279,198.6384936,"['gravity', 'speed']"
HD 114762 b,131,3397.282,Gas Giant,12.432,0.36 AU,83.9 days,215.8442016,466.5713151,[]
